Date,Emp_ID,Emp_Name,Model,Line,Stage,Stage_Criticality,Units_Checked,Total_Errors,Defect_Rate,Pass_Ratio,Error_Std_Dev,Critical_Exposure,Suitability_Score
2026-01-14,1003,Ritesh,Fortuner,BE-09,RF Cable,Critical,2125,1,0.0005,0.999,0.04,12,90.56
2026-01-16,1005,Puja,Fortuner,BE-07,Battery,Semi-Critical,1865,0,0,1,0.96,50,84.57
2026-01-16,1007,Neha,Fortuner,BE-09,Inner VI,Semi-Critical,2032,1,0.0005,0.999,1.18,63,83.41
2026-01-10,1005,Puja,Fortuner,BE-08,PCB,Critical,1630,3,0.0018,0.997,0.22,97,95.73
2026-01-13,1002,Kajal,Prado EU,BE-08,Cosmetic,Normal,1710,4,0.0023,0.997,0.98,80,86.69
2026-01-10,1005,Puja,Innova,BE-09,Battery,Semi-Critical,2259,0,0,1,0.5,38,88.17
2026-01-10,1002,Kajal,Fortuner,BE-07,Camera,Critical,1574,3,0.0019,0.997,1.17,39,81.4
2026-01-16,1002,Kajal,Innova,BE-09,Camera,Critical,1982,1,0.0005,0.999,1.03,5,80.08
2026-01-15,1003,Ritesh,Fortuner,BE-08,Battery,Semi-Critical,1941,1,0.0005,0.999,0.04,57,94.31
2026-01-12,1004,Rishi,Innova,BE-08,Battery,Semi-Critical,1900,3,0.0016,0.998,0.8,27,84.12
2026-01-15,1008,Saurabh,Innova,BE-08,Cosmetic,Normal,2049,0,0,1,0.15,23,90.42
2026-01-15,1004,Rishi,Innova,BE-09,PCB,Critical,1780,1,0.0006,0.999,0.15,87,95.7
2026-01-14,1010,Maya,Prado NA,BE-07,RF Cable,Critical,2212,5,0.0023,0.997,0.54,42,87.92
2026-01-13,1009,Kiran,Innova,BE-08,PCB,Critical,1875,2,0.0011,0.999,0.88,45,84.87
2026-01-14,1009,Kiran,Prado EU,BE-07,Inner VI,Semi-Critical,2121,0,0,1,0.75,20,84.17
2026-01-14,1003,Ritesh,Prado NA,BE-09,RF Cable,Critical,2075,3,0.0014,0.998,0.59,77,90.41
2026-01-13,1001,Anuj,Prado EU,BE-09,Camera,Critical,2227,1,0.0004,0.999,0.1,58,93.8
2026-01-12,1009,Kiran,Fortuner,BE-09,RF Cable,Critical,1525,1,0.0007,0.999,0.53,33,87.39
2026-01-11,1007,Neha,Fortuner,BE-08,Battery,Semi-Critical,2039,0,0,1,1.16,112,87.73
2026-01-13,1007,Neha,Prado EU,BE-08,PCB,Critical,2268,1,0.0004,0.999,0,65,95.38
2026-01-14,1008,Saurabh,Fortuner,BE-07,RF Cable,Critical,1879,2,0.0011,0.998,0.56,52,88.65
2026-01-11,1006,Shubham,Innova,BE-07,PCB,Critical,1801,0,0,1,1.01,101,88.32
2026-01-14,1005,Puja,Innova,BE-09,PCB,Critical,2203,3,0.0014,0.998,0.74,92,90.16
2026-01-12,1007,Neha,Fortuner,BE-07,PCB,Critical,2050,3,0.0015,0.998,0.47,112,94.52
2026-01-10,1005,Puja,Innova,BE-08,Inner VI,Semi-Critical,1767,1,0.0006,0.999,1.14,73,84.64
2026-01-13,1007,Neha,Prado EU,BE-07,Cosmetic,Normal,1930,0,0,1,0.82,70,87.63
2026-01-13,1004,Rishi,Prado EU,BE-09,Camera,Critical,1984,0,0,1,0.9,101,89.42
2026-01-13,1009,Kiran,Innova,BE-08,Camera,Critical,2296,3,0.0013,0.998,1.1,43,82.48
2026-01-10,1005,Puja,Prado EU,BE-09,Camera,Critical,2104,0,0,1,0.17,85,95.38
2026-01-10,1001,Anuj,Prado EU,BE-07,Inner VI,Semi-Critical,1856,0,0,1,0.41,27,88.15
2026-01-13,1006,Shubham,Fortuner,BE-08,RF Cable,Critical,2157,1,0.0005,0.999,1.03,34,82.5
2026-01-15,1003,Ritesh,Fortuner,BE-07,RF Cable,Critical,1655,2,0.0012,0.998,0.01,61,94.88
2026-01-13,1008,Saurabh,Innova,BE-07,Camera,Critical,1939,1,0.0005,0.999,0.91,51,85.11
2026-01-10,1010,Maya,Prado EU,BE-07,Battery,Semi-Critical,1918,0,0,1,0.49,53,89.52
2026-01-15,1008,Saurabh,Fortuner,BE-09,Camera,Critical,2187,2,0.0009,0.999,0.17,73,94.31
2026-01-12,1003,Ritesh,Prado EU,BE-08,RF Cable,Critical,2056,1,0.0005,0.999,0.47,110,94.43
2026-01-13,1005,Puja,Prado EU,BE-07,Cosmetic,Normal,1984,1,0.0005,0.999,0.57,10,85.09
2026-01-13,1001,Anuj,Prado NA,BE-07,Inner VI,Semi-Critical,1576,1,0.0006,0.999,1.16,26,80.52
2026-01-14,1009,Kiran,Innova,BE-08,PCB,Critical,2173,1,0.0005,0.999,0.43,102,94.16
2026-01-10,1001,Anuj,Fortuner,BE-09,Inner VI,Semi-Critical,1882,0,0,1,0.67,119,93.22
2026-01-12,1008,Saurabh,Fortuner,BE-08,Inner VI,Semi-Critical,1982,0,0,1,0.25,21,89.25
2026-01-10,1008,Saurabh,Prado NA,BE-08,Cosmetic,Normal,2260,1,0.0004,0.999,0.18,9,88.91
2026-01-13,1003,Ritesh,Prado NA,BE-07,RF Cable,Critical,1616,2,0.0012,0.998,0.9,107,89.82
2026-01-13,1008,Saurabh,Fortuner,BE-08,Battery,Semi-Critical,2057,0,0,1,1.14,30,81.1
2026-01-10,1007,Neha,Innova,BE-08,Camera,Critical,1727,1,0.0006,0.999,0.46,79,91.94
2026-01-10,1001,Anuj,Prado NA,BE-07,RF Cable,Critical,2230,5,0.0022,0.997,1.02,85,86.71
2026-01-15,1008,Saurabh,Prado NA,BE-08,RF Cable,Critical,2074,3,0.0014,0.998,0.02,100,98.01
2026-01-12,1003,Ritesh,Fortuner,BE-08,Cosmetic,Normal,1819,0,0,1,0.97,28,82.63
2026-01-16,1009,Kiran,Innova,BE-07,Cosmetic,Normal,1802,1,0.0006,0.999,0.11,34,91.69
2026-01-16,1004,Rishi,Prado NA,BE-09,PCB,Critical,2048,1,0.0005,0.999,0.92,77,87.18
2026-01-13,1002,Kajal,Prado NA,BE-07,PCB,Critical,1883,1,0.0005,0.999,0.66,18,84.86
2026-01-16,1002,Kajal,Prado EU,BE-08,Inner VI,Semi-Critical,2072,0,0,1,0.82,21,83.55
2026-01-16,1006,Shubham,Innova,BE-09,Battery,Semi-Critical,1821,0,0,1,0.35,38,89.67
2026-01-15,1008,Saurabh,Prado NA,BE-07,Cosmetic,Normal,2066,1,0.0005,0.999,0.27,109,96.34
2026-01-11,1005,Puja,Fortuner,BE-08,RF Cable,Critical,1552,2,0.0013,0.998,1.04,78,85.99
2026-01-15,1004,Rishi,Prado EU,BE-09,Battery,Semi-Critical,1659,1,0.0006,0.999,0.36,83,93.27
2026-01-11,1004,Rishi,Innova,BE-09,Inner VI,Semi-Critical,1558,1,0.0006,0.999,0.34,86,93.72
2026-01-11,1009,Kiran,Fortuner,BE-08,Battery,Semi-Critical,2060,0,0,1,0.61,30,86.4
2026-01-12,1006,Shubham,Prado NA,BE-07,PCB,Critical,1842,2,0.0011,0.998,0.1,32,91.58
2026-01-12,1003,Ritesh,Prado NA,BE-07,PCB,Critical,2173,3,0.0014,0.998,0.45,80,92.05
2026-01-14,1010,Maya,Prado NA,BE-09,Camera,Critical,2228,1,0.0004,0.999,0.86,17,82.78
2026-01-11,1001,Anuj,Prado NA,BE-07,Battery,Semi-Critical,1930,1,0.0005,0.999,0.76,41,85.78
2026-01-13,1006,Shubham,Innova,BE-07,Battery,Semi-Critical,2052,1,0.0005,0.999,0.92,109,89.84
2026-01-15,1002,Kajal,Prado NA,BE-07,Inner VI,Semi-Critical,1896,1,0.0005,0.999,1.04,58,84.39
2026-01-12,1007,Neha,Fortuner,BE-08,Inner VI,Semi-Critical,2248,0,0,1,0.78,22,84.03
2026-01-10,1005,Puja,Prado NA,BE-08,Battery,Semi-Critical,1987,1,0.0005,0.999,0.05,17,90.88
2026-01-10,1006,Shubham,Fortuner,BE-08,Camera,Critical,2064,2,0.001,0.999,0.4,90,93.42
2026-01-11,1010,Maya,Fortuner,BE-08,RF Cable,Critical,1886,2,0.0011,0.999,0.56,104,92.99
2026-01-10,1006,Shubham,Prado EU,BE-07,PCB,Critical,1618,4,0.0025,0.997,0.92,98,88.78
2026-01-14,1006,Shubham,Fortuner,BE-07,Inner VI,Semi-Critical,2164,2,0.0009,0.999,0,47,93.84
2026-01-15,1007,Neha,Innova,BE-09,Battery,Semi-Critical,2122,2,0.0009,0.999,0.35,49,90.51
2026-01-11,1009,Kiran,Fortuner,BE-07,Inner VI,Semi-Critical,2109,1,0.0005,0.999,0.81,8,82.53
2026-01-13,1007,Neha,Innova,BE-08,Inner VI,Semi-Critical,2107,2,0.0009,0.999,0.25,94,95.25
2026-01-16,1009,Kiran,Fortuner,BE-09,Camera,Critical,1524,2,0.0013,0.998,0.76,115,91.87
2026-01-11,1001,Anuj,Prado NA,BE-08,PCB,Critical,2186,2,0.0009,0.999,0.85,118,91.26
2026-01-14,1005,Puja,Prado EU,BE-07,Battery,Semi-Critical,1860,1,0.0005,0.999,0.64,19,85.14
2026-01-14,1005,Puja,Fortuner,BE-07,Cosmetic,Normal,1793,3,0.0017,0.998,0.67,10,84
2026-01-12,1001,Anuj,Prado EU,BE-08,PCB,Critical,2251,4,0.0018,0.997,0.6,60,88.86
2026-01-13,1009,Kiran,Fortuner,BE-09,Battery,Semi-Critical,1638,2,0.0012,0.998,0.02,10,90.54
2026-01-10,1002,Kajal,Innova,BE-09,PCB,Critical,2118,4,0.0019,0.997,0.37,98,94.31
2026-01-11,1001,Anuj,Innova,BE-09,RF Cable,Critical,2095,3,0.0014,0.998,0.43,32,88.26
2026-01-10,1005,Puja,Prado NA,BE-09,Camera,Critical,2263,1,0.0004,0.999,0.3,31,89.55
2026-01-10,1010,Maya,Prado NA,BE-09,Battery,Semi-Critical,1764,0,0,1,1.15,5,78.92
2026-01-11,1001,Anuj,Fortuner,BE-07,RF Cable,Critical,1903,5,0.0026,0.997,0.68,95,90.91
2026-01-11,1002,Kajal,Prado NA,BE-07,PCB,Critical,1557,2,0.0013,0.998,0.9,9,81.64
2026-01-12,1006,Shubham,Fortuner,BE-08,Camera,Critical,2248,1,0.0004,0.999,0.68,25,85.25
2026-01-11,1003,Ritesh,Fortuner,BE-07,RF Cable,Critical,1608,4,0.0025,0.996,0.57,19,85.68
2026-01-12,1008,Saurabh,Prado NA,BE-07,PCB,Critical,1867,2,0.0011,0.999,0.08,19,90.7
2026-01-11,1003,Ritesh,Fortuner,BE-09,RF Cable,Critical,1539,0,0,1,0.93,28,83.03
2026-01-10,1002,Kajal,Prado NA,BE-07,PCB,Critical,1932,2,0.001,0.999,0.15,66,93.92
2026-01-15,1009,Kiran,Prado NA,BE-07,Battery,Semi-Critical,2065,0,0,1,0.24,107,96.52
2026-01-12,1004,Rishi,Innova,BE-09,RF Cable,Critical,1883,0,0,1,1.16,42,81.9
2026-01-12,1009,Kiran,Innova,BE-08,Inner VI,Semi-Critical,1842,3,0.0016,0.998,0.15,116,98.04
2026-01-11,1004,Rishi,Fortuner,BE-09,Cosmetic,Normal,1712,1,0.0006,0.999,0.5,46,88.79
2026-01-13,1002,Kajal,Fortuner,BE-09,Cosmetic,Normal,2020,0,0,1,0.58,21,85.95
2026-01-16,1009,Kiran,Fortuner,BE-09,RF Cable,Critical,1601,2,0.0012,0.998,0.54,70,90.33
2026-01-12,1006,Shubham,Prado NA,BE-07,PCB,Critical,1906,0,0,1,0.41,38,89.07
2026-01-10,1009,Kiran,Fortuner,BE-09,Inner VI,Semi-Critical,2081,0,0,1,1.03,67,85.28
2026-01-12,1007,Neha,Fortuner,BE-09,PCB,Critical,1973,1,0.0005,0.999,0.46,87,92.61
2026-01-10,1008,Saurabh,Prado NA,BE-07,Cosmetic,Normal,1769,1,0.0006,0.999,0.6,10,84.79
2026-01-13,1008,Saurabh,Fortuner,BE-09,RF Cable,Critical,1692,2,0.0012,0.998,0.86,23,83.22
2026-01-16,1010,Maya,Prado EU,BE-09,PCB,Critical,2159,2,0.0009,0.999,0.6,76,90.26
2026-01-12,1003,Ritesh,Prado NA,BE-09,Camera,Critical,2283,3,0.0013,0.998,0.02,57,94.45
2026-01-10,1001,Anuj,Innova,BE-08,Cosmetic,Normal,1596,2,0.0013,0.998,0.43,54,90.1
2026-01-16,1005,Puja,Innova,BE-08,RF Cable,Critical,1949,1,0.0005,0.999,0.94,11,81.47
2026-01-10,1007,Neha,Prado NA,BE-08,RF Cable,Critical,1627,1,0.0006,0.999,0.33,78,93.15
2026-01-13,1010,Maya,Prado NA,BE-07,PCB,Critical,1821,1,0.0005,0.999,0.89,94,88.89
2026-01-11,1001,Anuj,Fortuner,BE-08,Battery,Semi-Critical,2082,0,0,1,0.58,84,91.2
2026-01-10,1006,Shubham,Prado EU,BE-09,Cosmetic,Normal,1653,1,0.0006,0.999,1.14,95,86.47
2026-01-15,1004,Rishi,Prado NA,BE-09,RF Cable,Critical,1866,3,0.0016,0.998,0.54,100,92.8
2026-01-11,1004,Rishi,Prado NA,BE-09,RF Cable,Critical,2007,0,0,1,0.14,93,96.35
2026-01-10,1006,Shubham,Prado NA,BE-07,RF Cable,Critical,2059,0,0,1,0.75,34,85.33
2026-01-15,1001,Anuj,Fortuner,BE-08,Inner VI,Semi-Critical,1567,3,0.0019,0.997,0.74,36,85.44
2026-01-14,1001,Anuj,Innova,BE-07,Camera,Critical,1869,3,0.0016,0.998,1.03,8,80.23
2026-01-16,1010,Maya,Prado NA,BE-07,RF Cable,Critical,1747,1,0.0006,0.999,0.84,113,90.97
2026-01-11,1007,Neha,Fortuner,BE-09,Battery,Semi-Critical,1546,0,0,1,0.02,47,93.72
2026-01-13,1002,Kajal,Innova,BE-09,RF Cable,Critical,1813,2,0.0011,0.999,1.06,23,81.23
2026-01-10,1008,Saurabh,Prado NA,BE-07,Cosmetic,Normal,1886,2,0.0011,0.999,0.08,110,98.28
2026-01-12,1006,Shubham,Prado NA,BE-08,RF Cable,Critical,1794,1,0.0006,0.999,0.8,60,86.95
2026-01-11,1010,Maya,Prado EU,BE-09,RF Cable,Critical,1622,2,0.0012,0.998,1.12,96,86.7
2026-01-12,1006,Shubham,Prado EU,BE-09,RF Cable,Critical,2197,0,0,1,0.6,65,89.42
2026-01-14,1001,Anuj,Prado EU,BE-09,RF Cable,Critical,2253,2,0.0009,0.999,0.94,96,88.53
2026-01-12,1003,Ritesh,Fortuner,BE-08,Inner VI,Semi-Critical,1802,1,0.0006,0.999,0.37,64,91.59
2026-01-16,1007,Neha,Fortuner,BE-07,PCB,Critical,1776,1,0.0006,0.999,0.99,50,84.22
2026-01-16,1004,Rishi,Prado EU,BE-07,Cosmetic,Normal,1676,3,0.0018,0.998,0.66,39,86.51
2026-01-10,1006,Shubham,Prado NA,BE-09,Inner VI,Semi-Critical,1925,1,0.0005,0.999,0.5,90,92.46
2026-01-14,1005,Puja,Prado EU,BE-07,Inner VI,Semi-Critical,2171,1,0.0005,0.999,0.2,108,96.96
2026-01-11,1006,Shubham,Innova,BE-08,Battery,Semi-Critical,1517,0,0,1,0.41,111,95.15
2026-01-15,1010,Maya,Innova,BE-09,Camera,Critical,1614,1,0.0006,0.999,0.29,51,91.3
2026-01-11,1006,Shubham,Fortuner,BE-09,Cosmetic,Normal,1911,2,0.001,0.998,1.05,71,85.33
2026-01-14,1010,Maya,Prado NA,BE-09,PCB,Critical,1853,3,0.0016,0.998,0.73,68,88.24
2026-01-16,1008,Saurabh,Prado NA,BE-07,Camera,Critical,1516,1,0.0007,0.999,0.25,53,91.86
2026-01-13,1001,Anuj,Fortuner,BE-07,Cosmetic,Normal,2028,2,0.001,0.998,0.27,30,89.72
2026-01-15,1006,Shubham,Prado NA,BE-09,Battery,Semi-Critical,1572,2,0.0013,0.998,0.58,55,88.68
2026-01-12,1003,Ritesh,Fortuner,BE-08,RF Cable,Critical,1928,1,0.0005,0.999,0.78,22,83.99
2026-01-10,1008,Saurabh,Prado NA,BE-08,Cosmetic,Normal,2017,1,0.0005,0.999,0.08,61,94.24
2026-01-12,1002,Kajal,Innova,BE-08,Inner VI,Semi-Critical,2056,1,0.0005,0.999,0.05,71,95.38
2026-01-12,1008,Saurabh,Prado EU,BE-08,RF Cable,Critical,2073,2,0.001,0.999,1.12,34,81.56
2026-01-10,1001,Anuj,Prado EU,BE-08,PCB,Critical,1847,1,0.0005,0.999,0.06,40,92.69
2026-01-12,1005,Puja,Innova,BE-07,Inner VI,Semi-Critical,1979,1,0.0005,0.999,0.74,33,85.31
2026-01-15,1006,Shubham,Prado EU,BE-08,Inner VI,Semi-Critical,1941,3,0.0015,0.998,0.69,90,90.47
2026-01-11,1006,Shubham,Innova,BE-08,RF Cable,Critical,1539,5,0.0032,0.995,0.16,119,98.05
2026-01-15,1001,Anuj,Prado NA,BE-07,Cosmetic,Normal,2004,0,0,1,0.76,5,82.82
2026-01-16,1010,Maya,Innova,BE-08,Cosmetic,Normal,2280,2,0.0009,0.999,0.99,100,88.36
2026-01-14,1008,Saurabh,Prado NA,BE-09,Battery,Semi-Critical,1839,1,0.0005,0.999,0.31,74,93.03
2026-01-16,1005,Puja,Fortuner,BE-07,Battery,Semi-Critical,1619,2,0.0012,0.998,0.62,33,86.45
2026-01-14,1006,Shubham,Prado NA,BE-07,Camera,Critical,1757,9,0.0051,0.993,0.69,20,84.36
2026-01-14,1003,Ritesh,Innova,BE-08,Battery,Semi-Critical,1958,0,0,1,0.68,52,87.53
2026-01-12,1006,Shubham,Innova,BE-07,Cosmetic,Normal,1613,1,0.0006,0.999,0.61,62,89.02
2026-01-11,1005,Puja,Prado NA,BE-09,Inner VI,Semi-Critical,1637,1,0.0006,0.999,0.88,70,86.98
2026-01-14,1009,Kiran,Fortuner,BE-08,Battery,Semi-Critical,1547,3,0.0019,0.997,0.25,55,91.93
2026-01-16,1004,Rishi,Prado EU,BE-08,Cosmetic,Normal,1612,2,0.0012,0.998,1,31,82.48
2026-01-11,1008,Saurabh,Prado EU,BE-09,RF Cable,Critical,1776,1,0.0006,0.999,1.17,58,83.09
2026-01-10,1001,Anuj,Prado NA,BE-08,Battery,Semi-Critical,1692,0,0,1,0.55,51,88.75
2026-01-15,1002,Kajal,Innova,BE-08,Battery,Semi-Critical,1933,2,0.001,0.998,0.96,98,88.48
2026-01-15,1002,Kajal,Fortuner,BE-07,Inner VI,Semi-Critical,2241,1,0.0004,0.999,0.11,47,92.78
2026-01-12,1008,Saurabh,Prado NA,BE-09,Camera,Critical,2220,4,0.0018,0.997,1.06,52,83.58
2026-01-16,1008,Saurabh,Innova,BE-07,PCB,Critical,1678,0,0,1,0.75,61,87.58
2026-01-12,1004,Rishi,Prado EU,BE-09,Battery,Semi-Critical,2242,1,0.0004,0.999,1.07,33,82.01
2026-01-13,1002,Kajal,Innova,BE-07,Camera,Critical,1570,1,0.0006,0.999,0.32,14,87.92
2026-01-15,1004,Rishi,Fortuner,BE-07,RF Cable,Critical,2137,1,0.0005,0.999,0.19,15,89.31
2026-01-13,1008,Saurabh,Prado NA,BE-08,Battery,Semi-Critical,2149,0,0,1,0.81,100,90.23
2026-01-11,1006,Shubham,Innova,BE-09,Battery,Semi-Critical,1722,1,0.0006,0.999,0.33,26,88.82
2026-01-16,1005,Puja,Prado NA,BE-07,Cosmetic,Normal,1765,1,0.0006,0.999,0.33,66,92.15
2026-01-10,1007,Neha,Fortuner,BE-08,Camera,Critical,1938,0,0,1,0.55,17,85.92
2026-01-10,1003,Ritesh,Fortuner,BE-07,Battery,Semi-Critical,1898,0,0,1,0.15,17,89.92
2026-01-13,1008,Saurabh,Fortuner,BE-08,Battery,Semi-Critical,1717,0,0,1,0.89,67,86.68
2026-01-13,1003,Ritesh,Innova,BE-07,Battery,Semi-Critical,1826,0,0,1,0.15,43,92.08
2026-01-10,1008,Saurabh,Prado NA,BE-09,Inner VI,Semi-Critical,1728,2,0.0012,0.998,0.48,43,88.69
2026-01-15,1006,Shubham,Prado EU,BE-08,Cosmetic,Normal,1619,0,0,1,0.26,113,96.82
2026-01-10,1006,Shubham,Innova,BE-09,Cosmetic,Normal,1684,1,0.0006,0.999,1.07,80,85.92
2026-01-16,1005,Puja,Prado EU,BE-07,Cosmetic,Normal,1807,1,0.0006,0.999,1.05,107,88.37
2026-01-10,1010,Maya,Fortuner,BE-08,Camera,Critical,1775,1,0.0006,0.999,0.67,81,90.01
2026-01-16,1008,Saurabh,Innova,BE-07,Camera,Critical,2230,0,0,1,0.25,94,95.33
2026-01-16,1007,Neha,Prado NA,BE-08,Inner VI,Semi-Critical,1996,2,0.001,0.998,0.62,34,86.55
2026-01-12,1002,Kajal,Fortuner,BE-09,Inner VI,Semi-Critical,1670,0,0,1,0.41,44,89.57
2026-01-13,1009,Kiran,Prado NA,BE-08,Battery,Semi-Critical,2213,1,0.0005,0.999,0.33,61,91.75
2026-01-15,1001,Anuj,Prado NA,BE-07,Battery,Semi-Critical,2238,1,0.0004,0.999,0.56,113,93.78
2026-01-10,1008,Saurabh,Prado NA,BE-08,RF Cable,Critical,1689,2,0.0012,0.999,0.68,99,91.36
2026-01-12,1005,Puja,Prado EU,BE-07,Inner VI,Semi-Critical,1923,1,0.0005,0.999,0.02,68,95.43
2026-01-16,1001,Anuj,Fortuner,BE-09,RF Cable,Critical,1870,1,0.0005,0.999,0.8,87,89.2
2026-01-12,1001,Anuj,Fortuner,BE-08,Cosmetic,Normal,1646,0,0,1,0.74,41,86.02
2026-01-15,1010,Maya,Innova,BE-08,PCB,Critical,1798,2,0.0011,0.998,0.42,64,91.04
2026-01-13,1003,Ritesh,Fortuner,BE-08,Cosmetic,Normal,2195,1,0.0005,0.999,1,67,85.55
2026-01-16,1004,Rishi,Prado EU,BE-07,Cosmetic,Normal,1991,0,0,1,0.85,35,84.42
2026-01-11,1009,Kiran,Innova,BE-09,Camera,Critical,2078,1,0.0005,0.999,0.9,68,86.63
2026-01-13,1008,Saurabh,Prado EU,BE-09,Inner VI,Semi-Critical,1694,1,0.0006,0.999,0.25,57,92.21
2026-01-10,1002,Kajal,Fortuner,BE-07,Camera,Critical,1639,3,0.0018,0.998,0.22,25,89.74
2026-01-16,1004,Rishi,Prado EU,BE-07,Cosmetic,Normal,1968,2,0.001,0.999,0.36,56,90.99
2026-01-11,1005,Puja,Prado EU,BE-07,PCB,Critical,1569,5,0.0032,0.995,0.79,71,87.76
2026-01-12,1004,Rishi,Prado NA,BE-08,PCB,Critical,2211,2,0.0009,0.999,0.56,60,89.33
2026-01-16,1005,Puja,Prado EU,BE-07,PCB,Critical,2070,2,0.001,0.999,0.64,80,90.19
2026-01-16,1008,Saurabh,Prado EU,BE-09,Inner VI,Semi-Critical,1937,1,0.0005,0.999,0.94,60,85.56
2026-01-11,1004,Rishi,Prado EU,BE-08,PCB,Critical,2087,1,0.0005,0.999,0.69,67,88.64
2026-01-14,1005,Puja,Prado NA,BE-08,PCB,Critical,1521,2,0.0013,0.998,0.39,94,93.82
2026-01-14,1001,Anuj,Innova,BE-07,Cosmetic,Normal,1928,1,0.0005,0.999,0.97,58,85.09
2026-01-10,1001,Anuj,Prado EU,BE-08,Inner VI,Semi-Critical,2174,0,0,1,0.09,27,91.35
2026-01-14,1005,Puja,Innova,BE-09,Camera,Critical,2031,2,0.001,0.999,1.11,82,85.66
2026-01-11,1003,Ritesh,Fortuner,BE-07,RF Cable,Critical,2250,1,0.0004,0.999,0.66,36,86.37
2026-01-15,1001,Anuj,Prado NA,BE-09,RF Cable,Critical,1549,0,0,1,0.5,62,90.17
2026-01-11,1004,Rishi,Innova,BE-09,RF Cable,Critical,2219,1,0.0005,0.999,0.2,113,97.38
2026-01-15,1006,Shubham,Prado EU,BE-08,RF Cable,Critical,1658,5,0.003,0.996,0.48,78,91.45
2026-01-15,1005,Puja,Fortuner,BE-08,Inner VI,Semi-Critical,2232,1,0.0004,0.999,0.79,98,90.23
2026-01-10,1004,Rishi,Prado NA,BE-08,Inner VI,Semi-Critical,1505,0,0,1,0.58,100,92.53
2026-01-10,1004,Rishi,Innova,BE-07,Cosmetic,Normal,2123,3,0.0014,0.998,0.39,85,93.07
2026-01-10,1006,Shubham,Fortuner,BE-09,Cosmetic,Normal,1790,2,0.0011,0.999,1.19,7,78.6
2026-01-16,1001,Anuj,Fortuner,BE-09,Camera,Critical,1612,1,0.0006,0.999,1.06,73,85.44
2026-01-11,1009,Kiran,Prado EU,BE-09,Battery,Semi-Critical,1736,1,0.0006,0.999,0.87,114,90.75
2026-01-14,1009,Kiran,Prado EU,BE-07,PCB,Critical,1833,1,0.0005,0.999,0.28,89,94.58
2026-01-10,1007,Neha,Innova,BE-08,PCB,Critical,1947,1,0.0005,0.999,1.11,79,85.44
2026-01-11,1003,Ritesh,Fortuner,BE-07,Inner VI,Semi-Critical,1686,1,0.0006,0.999,0.37,52,90.58
2026-01-16,1004,Rishi,Innova,BE-09,Cosmetic,Normal,2141,0,0,1,0.68,76,89.53
2026-01-16,1007,Neha,Prado NA,BE-07,Cosmetic,Normal,2074,0,0,1,1,21,81.75
2026-01-14,1008,Saurabh,Prado EU,BE-09,Battery,Semi-Critical,2019,1,0.0005,0.999,0.4,80,92.63
2026-01-13,1010,Maya,Innova,BE-07,Inner VI,Semi-Critical,1679,1,0.0006,0.999,0.47,50,89.42
2026-01-15,1010,Maya,Innova,BE-08,Inner VI,Semi-Critical,1563,0,0,1,0.66,29,85.82
2026-01-13,1006,Shubham,Fortuner,BE-09,Camera,Critical,1529,2,0.0013,0.998,0.31,26,88.96
2026-01-10,1004,Rishi,Fortuner,BE-07,PCB,Critical,2242,0,0,1,1.05,83,86.42
2026-01-13,1004,Rishi,Prado EU,BE-07,Camera,Critical,2016,1,0.0005,0.999,0.81,97,89.94
2026-01-10,1010,Maya,Prado NA,BE-07,PCB,Critical,2117,1,0.0005,0.999,0.42,39,89.01
2026-01-15,1003,Ritesh,Innova,BE-07,Inner VI,Semi-Critical,1787,1,0.0006,0.999,0.4,21,87.71
2026-01-12,1008,Saurabh,Fortuner,BE-07,PCB,Critical,1840,1,0.0005,0.999,0.05,101,97.87
2026-01-12,1005,Puja,Prado NA,BE-09,Camera,Critical,2210,2,0.0009,0.999,1.17,47,82.15
2026-01-13,1003,Ritesh,Prado EU,BE-07,Camera,Critical,2294,4,0.0017,0.998,0.92,14,81.83
2026-01-11,1008,Saurabh,Innova,BE-09,PCB,Critical,1873,1,0.0005,0.999,0.73,88,89.99
2026-01-13,1009,Kiran,Innova,BE-08,Camera,Critical,1659,3,0.0018,0.998,0.1,102,97.36
2026-01-14,1001,Anuj,Innova,BE-07,RF Cable,Critical,2135,4,0.0019,0.997,0.71,88,90.08
2026-01-15,1010,Maya,Fortuner,BE-07,Cosmetic,Normal,2157,0,0,1,1.04,26,81.77
2026-01-12,1004,Rishi,Innova,BE-07,Cosmetic,Normal,1705,3,0.0018,0.997,0.74,42,85.95
2026-01-16,1005,Puja,Prado EU,BE-07,Battery,Semi-Critical,2160,2,0.0009,0.999,0.39,113,95.44
2026-01-13,1007,Neha,Innova,BE-09,Cosmetic,Normal,2299,2,0.0009,0.999,0.38,31,88.71
2026-01-16,1001,Anuj,Fortuner,BE-07,Inner VI,Semi-Critical,1786,0,0,1,0.18,66,93.7
2026-01-14,1004,Rishi,Fortuner,BE-09,RF Cable,Critical,2144,1,0.0005,0.999,0.46,49,89.45
2026-01-14,1009,Kiran,Prado EU,BE-08,PCB,Critical,2223,1,0.0004,0.999,1.17,79,84.85
2026-01-14,1003,Ritesh,Fortuner,BE-08,Battery,Semi-Critical,2057,1,0.0005,0.999,0.38,70,91.99
2026-01-13,1008,Saurabh,Fortuner,BE-07,Inner VI,Semi-Critical,1611,0,0,1,0.15,95,96.42
